date,url,content,reply,retweet,like,view
2020-09-01 13:31:47+00:00,https://twitter.com/Twitter/status/1300788447125307392,@domainechambord you're our new favorite chateau,10,15,331,
2020-09-01 13:30:55+00:00,https://twitter.com/Twitter/status/1300788227092213760,@DatDustyy october doesn't own spooky,11,13,490,
2020-09-01 13:23:35+00:00,https://twitter.com/Twitter/status/1300786381023842307,@roooossshhiiiii okay!,2,5,112,
2020-09-01 13:21:26+00:00,https://twitter.com/Twitter/status/1300785842655551488,@Vinivinci95 can we ignore that part,2,16,1767,
2020-09-01 13:05:59+00:00,https://twitter.com/Twitter/status/1300781950991585285,Oh look another month,4191,44645,251075,
2020-08-31 22:02:41+00:00,https://twitter.com/Twitter/status/1300554631618220032,"Three things—

1. ""Retweets with comments"" is changing to ""Quote Tweets""

2. Quote Tweets will appear right next to Retweets

3. The mask goes over your nose https://t.co/x00YTZSAFs",1884,13446,63662,
2020-08-31 21:48:41+00:00,https://twitter.com/Twitter/status/1300551105424830468,@BaraStrycova hi there,2,4,44,
2020-08-31 21:48:15+00:00,https://twitter.com/Twitter/status/1300550998860214272,@coffeetan needed that big stretch,1,0,4,
2020-08-31 21:48:01+00:00,https://twitter.com/Twitter/status/1300550938646675457,@Hammyinmiami mutuals is short for mutual weirdness,0,2,7,
2020-08-31 19:03:23+00:00,https://twitter.com/Twitter/status/1300509506921787393,@heonbf makes sense!,20,139,391,
2020-08-31 19:03:23+00:00,https://twitter.com/Twitter/status/1300509506686705665,"@NLiddle16 you got a performance, mention, AND follow in one day you really won",42,27,202,
2020-08-31 18:19:32+00:00,https://twitter.com/Twitter/status/1300498474174218248,@denzeldion yes,2,6,272,
2020-08-31 16:24:50+00:00,https://twitter.com/Twitter/status/1300469605559918592,@S_S_R_717 73% of september is SUMMER,6,10,130,
2020-08-29 20:39:00+00:00,https://twitter.com/Twitter/status/1299808792322940928,"Most liked Tweet ever.  

A tribute fit for a King. 

#WakandaForever",2567,73303,447874,
2020-08-27 19:10:15+00:00,https://twitter.com/Twitter/status/1299061683646849024,@niquotein this Tweet is best,10,8,403,
2020-08-27 14:28:57+00:00,https://twitter.com/Twitter/status/1298990894192791554,@JulieDiCaro which table are you at,5,1,5,
2020-08-27 14:28:57+00:00,https://twitter.com/Twitter/status/1298990894180311040,@NextTo_Ecstasy you good,4,0,16,
2020-08-27 14:28:57+00:00,https://twitter.com/Twitter/status/1298990894062870531,@racailleux the thing is he'd probably react the same scrolling by your Tweet,5,7,179,
2020-08-27 14:28:26+00:00,https://twitter.com/Twitter/status/1298990763653525504,@georgebacon_ but Twitter followers breaking a mutual is kinda sad,2,0,12,
2020-08-26 19:04:22+00:00,https://twitter.com/Twitter/status/1298697815842009089,"@sidharthsbae correct, we love this",12,2,53,
2020-08-26 19:00:56+00:00,https://twitter.com/Twitter/status/1298696951874060289,@TheGodJihyoStan applying for low maintenance mutuals,5,0,3,
2020-08-26 19:00:39+00:00,https://twitter.com/Twitter/status/1298696879392395264,@ElliottBlackwe3 been sitting here debating between 2 and 4 for a few minutes,0,1,8,
2020-08-11 19:18:09+00:00,https://twitter.com/Twitter/status/1293265466836705280,@OscarTheGrouch love?,1,95,1847,
2020-08-11 19:15:09+00:00,https://twitter.com/Twitter/status/1293264711618686976,@OscarTheGrouch edit button?,1,90,2032,
2020-08-11 19:10:33+00:00,https://twitter.com/Twitter/status/1293263551667138561,@OscarTheGrouch pineapple on pizza?,1,75,2075,
2020-08-11 19:00:50+00:00,https://twitter.com/Twitter/status/1293261106408910849,"hey @OscarTheGrouch, what do you think of 2020?",1,1163,9959,
2020-08-11 17:35:57+00:00,https://twitter.com/Twitter/status/1293239745695211520,"We tested, you Tweeted, and now we’re rolling it out to everyone! https://t.co/w6Q3Q6DiKz",803,1398,5583,
2020-07-30 13:43:03+00:00,https://twitter.com/Twitter/status/1288832480351358979,@busralcinar @NASA and we love you to Mars and back https://t.co/z421PPY8yk,36,11,105,
2020-07-30 13:40:30+00:00,https://twitter.com/Twitter/status/1288831841219358720,@octaviaspencer Need more adrenaline? https://t.co/h4XHILTeh5,4,10,77,
2020-07-30 13:39:05+00:00,https://twitter.com/Twitter/status/1288831481847017473,@astrotoya @solarrsystem uh of course https://t.co/uHUIlg18kB,11,9,163,
2020-07-30 13:35:43+00:00,https://twitter.com/Twitter/status/1288830635264454658,@NASAPersevere @NASA Send pics and check in often... we can make this work!,1,69,1886,
2020-07-30 13:10:52+00:00,https://twitter.com/Twitter/status/1288824380319870977,@RocketJoy you've got the right stuff https://t.co/2yzNZnDPIc,3,1,21,
2020-07-30 13:00:24+00:00,https://twitter.com/Twitter/status/1288821749451067392,@Kaz82ba Go you! https://t.co/vbs1L5sgEA,0,1,14,
2020-07-30 12:58:03+00:00,https://twitter.com/Twitter/status/1288821154543624192,@solarrsystem this will keep you awake https://t.co/v4YPvjKN9K,13,10,249,
2020-07-30 12:48:09+00:00,https://twitter.com/Twitter/status/1288818663491919873,@Arshita_Singh31 let's blast https://t.co/xsSWee7BSV,0,2,19,
2020-07-30 12:44:10+00:00,https://twitter.com/Twitter/status/1288817664270295043,@AsherPlangnan You're up https://t.co/9SdkfgYLvB,0,1,17,
2020-07-30 12:41:30+00:00,https://twitter.com/Twitter/status/1288816989679415297,@mariannemaexcxc bring BTS to the Martians https://t.co/zYecBWOlMU,1,8,33,
2020-07-30 12:36:45+00:00,https://twitter.com/Twitter/status/1288815794885820417,"@ThisMarcelo13 Gaga says, suit up, Little Monsters https://t.co/hM3em2JnVk",4,9,97,
2020-07-30 12:33:47+00:00,https://twitter.com/Twitter/status/1288815049448906754,@kaitlynnraecook let us know if there's... life on Mars https://t.co/GgWN4L1HN6,1,1,21,
2020-07-30 12:32:27+00:00,https://twitter.com/Twitter/status/1288814711945879552,@niaorea you can sleep on the flight https://t.co/aNEpn2WMMg,1,1,18,
2020-07-30 12:23:43+00:00,https://twitter.com/Twitter/status/1288812516064129024,"@NASA @NASAPersevere On second thought, seven months is a long time and we kinda just met, but can we keep in touch?",1,77,2173,
2020-07-30 11:48:57+00:00,https://twitter.com/Twitter/status/1288803768784412673,@AstroJaws @maejemison @NASAPersevere Excited to watch with you this time...and maybe watch you liftoff next time?,2,0,10,
2020-07-30 11:25:00+00:00,https://twitter.com/Twitter/status/1288797737958350848,@maejemison @AstroJaws how does earth coffee compare to space coffee,2,0,12,
2020-07-30 11:17:52+00:00,https://twitter.com/Twitter/status/1288795943446274048,@NASA @NASAPersevere Is it a window or an aisle? We can't ride middle for that long,1,99,2659,
2020-07-30 11:06:36+00:00,https://twitter.com/Twitter/status/1288793107341795329,@LadyBoss502 you taking? https://t.co/Mq4yQqXfvu,0,1,17,
2020-07-30 10:51:12+00:00,https://twitter.com/Twitter/status/1288789234984222724,"Take us with you, @NASAPersevere",1,2961,24169,
2020-07-30 10:43:37+00:00,https://twitter.com/Twitter/status/1288787327066583040,@AnannyaUberoi The girl who went for a tea break and never came back https://t.co/lj7N1lOkIi,1,4,23,
2020-07-30 10:37:15+00:00,https://twitter.com/Twitter/status/1288785724406456321,@JaalaLeisW blast off https://t.co/zGc4tVZ4Fa,10,0,16,
2020-07-30 10:33:30+00:00,https://twitter.com/Twitter/status/1288784780914384897,"@wambugu_254 where we're going, we don't need that https://t.co/Wi0U8o7lhD",1,3,37,
2020-07-30 10:24:44+00:00,https://twitter.com/Twitter/status/1288782571812225024,"@_shadab16 Okay, hope you like Mars https://t.co/vOnoDAa2xk",2,0,13,
2020-07-29 22:54:53+00:00,https://twitter.com/Twitter/status/1288608965945942017,@NASAPersevere how long do we have to decide?,16,11,618,
2020-07-29 22:25:47+00:00,https://twitter.com/Twitter/status/1288601643400007680,@TheHarshitGaur Ready for space with that vocab #CountdownToMars https://t.co/tIF58923Rr,0,2,21,
2020-07-29 22:22:46+00:00,https://twitter.com/Twitter/status/1288600885241581568,"@iamdrumil You're in, first mission: change profile https://t.co/dG54Ja8UdZ",2,2,29,
2020-07-29 22:22:19+00:00,https://twitter.com/Twitter/status/1288600772196929542,@Mx_Gabichi Sing us to the sky https://t.co/l0rGuKALwh,0,1,7,
2020-07-29 21:55:17+00:00,https://twitter.com/Twitter/status/1288593968821702656,@MsRachel77 A brisk -81 degrees https://t.co/tG2beEwXM1,1,0,22,
2020-07-29 21:52:32+00:00,https://twitter.com/Twitter/status/1288593273854992385,"@tugbabodrumlu Yes, you over there #CountdownToMars https://t.co/KaARmRLxpt",0,2,25,
2020-07-29 21:48:48+00:00,https://twitter.com/Twitter/status/1288592337765949440,@CRGP_ weeeeeeeee #CountdownToMars https://t.co/jPLwEXzZcx,0,0,6,
2020-07-29 21:47:06+00:00,https://twitter.com/Twitter/status/1288591907656892418,@Dezzanavarro Here's your profile pic and your space suit https://t.co/jVOLljHUam,0,0,38,
2020-07-29 21:44:10+00:00,https://twitter.com/Twitter/status/1288591168863735808,@NikoRainbow1 legends only on Mars https://t.co/ulSxZwq1aX,0,0,24,
2020-07-29 21:40:23+00:00,https://twitter.com/Twitter/status/1288590217809551361,"@anilyangin as loud as you want, there's literally no one else on Mars...maybe? https://t.co/GX2rdHv4D0",2,0,75,
2020-07-29 21:31:41+00:00,https://twitter.com/Twitter/status/1288588029775446018,@giovanna_takai heard rocket science 101 is a good starting point,1,0,15,
2020-07-29 21:31:20+00:00,https://twitter.com/Twitter/status/1288587941489434624,@eaglescat1 you're now in orbit https://t.co/JkLkKYB2Gp,0,0,38,
2020-07-29 21:28:35+00:00,https://twitter.com/Twitter/status/1288587247835463680,@Alex__Duggan You've been selected #CountdownToMars https://t.co/cPUIK3SuLw,1,0,5,
2020-07-29 21:22:26+00:00,https://twitter.com/Twitter/status/1288585701357809664,@beebee_78 byeeeee #CountdownToMars https://t.co/EBVwDsudH6,0,1,36,
2020-07-29 21:21:05+00:00,https://twitter.com/Twitter/status/1288585360931344384,@t0m1n4t0r13 Change your profile pic on the way out https://t.co/TIx7vxhVj9,2,0,36,
2020-07-29 21:12:45+00:00,https://twitter.com/Twitter/status/1288583265910022144,@Halderankita1 you're off this rock https://t.co/HrB0P3fohd,1,0,34,
2020-07-29 21:08:39+00:00,https://twitter.com/Twitter/status/1288582234144792578,@maejemison get meow of here #CountdownToMars https://t.co/lHnybxFc6U,11,69,934,
2020-07-29 21:03:27+00:00,https://twitter.com/Twitter/status/1288580921965178880,@dhiya_kussial suited up and ready for launch https://t.co/cDRMsxBIDi,3,1,47,
2020-07-29 21:00:10+00:00,https://twitter.com/Twitter/status/1288580095217606656,@sbartelt fasten your seatbelt and update your profile pic https://t.co/BQ9ytJzhJY,2,3,83,
2020-07-29 20:58:52+00:00,https://twitter.com/Twitter/status/1288579771530539008,"@jay_virdee Shoot for the moon, land in Mars https://t.co/eOjEK7vRGI",2,1,5,
2020-07-29 20:54:56+00:00,https://twitter.com/Twitter/status/1288578781137911808,"@SymplyMma Mars is closer, you'll like it there https://t.co/11BTKn9Geu",3,2,94,
2020-07-29 20:53:21+00:00,https://twitter.com/Twitter/status/1288578383559790592,@ncgriz02 This guy's going to Mars https://t.co/NmmgCw7fwj,0,1,102,
2020-07-29 20:51:54+00:00,https://twitter.com/Twitter/status/1288578016075890688,@emmalinejsmith Okay now you're ready https://t.co/krlkXFG5RX,6,0,6,
2020-07-29 20:50:30+00:00,https://twitter.com/Twitter/status/1288577662483496960,@iiiiiitsabi Mars... haha jk... unless https://t.co/SbS6EkP8F1,8,5,454,
2020-07-29 20:48:36+00:00,https://twitter.com/Twitter/status/1288577185578496000,@AstroJaws We made you this vision board #CountdownToMars https://t.co/8ihZ8B4AW2,6,10,123,
2020-07-29 20:46:20+00:00,https://twitter.com/Twitter/status/1288576616767950850,@SynStyxx because you asked nicely https://t.co/R5h6kekt7k,3,0,62,
2020-07-29 20:36:12+00:00,https://twitter.com/Twitter/status/1288574064462712832,@RegeneratedArts we saved you a seat and made you a new profile pic let's goooooo https://t.co/J80eCjBjEF,1,0,70,
2020-07-29 20:29:53+00:00,https://twitter.com/Twitter/status/1288572475941335040,@MichellCClark Mars population: you https://t.co/X9oKTsFzFt,5,3,302,
2020-07-29 20:20:03+00:00,https://twitter.com/Twitter/status/1288569999624269825,@arron_crascall errrm done https://t.co/ne4Q4jtjJ9,5,5,228,
2020-07-29 20:17:34+00:00,https://twitter.com/Twitter/status/1288569376325513216,@giovanna_takai okay but first make this your profile pic https://t.co/jyJFkF3v67,6,2,257,
2020-07-29 20:10:03+00:00,https://twitter.com/Twitter/status/1288567484681871365,@awesleyrogers go for launch #CountdownToMars https://t.co/u0EDuNoOEY,2,2,178,
2020-07-29 19:58:44+00:00,https://twitter.com/Twitter/status/1288564637269659650,"@HappyLozza Not sure about the seaside, but Mars checks most of those boxes https://t.co/mrvrtdUCVU",10,20,828,
2020-07-29 19:57:43+00:00,https://twitter.com/Twitter/status/1288564381333118976,"@OmopoBimbo Pack your bags, we leave tomorrow #CountdownToMars https://t.co/sLRz2oZs6H",105,462,11628,
2020-07-29 19:19:29+00:00,https://twitter.com/Twitter/status/1288554760430329856,Who wants to be transported off this planet?,20066,36398,320900,
2020-07-29 18:23:15+00:00,https://twitter.com/Twitter/status/1288540609310056450,Like for liftoff! #CountdownToMars https://t.co/yLe331pHfY,910,6078,79587,
2020-07-15 20:51:47+00:00,https://twitter.com/Twitter/status/1283504558753415168,"Slide into those DMs without clicking away from your timeline.

Rolling out on web. https://t.co/BdaeYoyPu2",1291,1087,6942,
2020-07-02 18:53:14+00:00,https://twitter.com/Twitter/status/1278763679421431809,You can have an edit button when everyone wears a mask,36851,605944,2593998,
2020-07-01 18:44:15+00:00,https://twitter.com/Twitter/status/1278399031937507331,@NASASocial this was the good news,20,15,731,
2020-07-01 17:17:44+00:00,https://twitter.com/Twitter/status/1278377260685430784,@ChefSZN_ we don't like this game,40,201,8173,
2020-07-01 15:30:29+00:00,https://twitter.com/Twitter/status/1278350270519533574,@ericgagliardi_ :/,11,19,748,
2020-07-01 15:30:23+00:00,https://twitter.com/Twitter/status/1278350246263783424,@im_balamurugan only six more months,65,183,6981,
2020-07-01 15:19:21+00:00,https://twitter.com/Twitter/status/1278347468690915330,"Good news and bad news: 

2020 is half over",6585,113201,532026,
2020-06-19 21:12:32+00:00,https://twitter.com/Twitter/status/1274087695145332736,"📍 Oakland
🗣️ @YoliZama https://t.co/lcGDLzAJIn",525,1120,9734,
2020-06-19 21:12:32+00:00,https://twitter.com/Twitter/status/1274087694105075714,"📍 New York City
🗣️ @Afrikkana95 https://t.co/tEfs27p7xu",604,1917,11592,
2020-06-19 21:12:31+00:00,https://twitter.com/Twitter/status/1274087692003770368,"📍 Chicago
🗣️ @JoshuaKissi https://t.co/ZeD3XvJUbX",200,884,6798,
2020-06-19 21:12:31+00:00,https://twitter.com/Twitter/status/1274087690758090752,"📍 Philadelphia
🗣️ @Imani_Barbarin https://t.co/ZRDUipsu38",113,727,5899,
2020-06-19 21:12:31+00:00,https://twitter.com/Twitter/status/1274087689487134720,"📍 Louisville
🗣️ @itsbarrrrett https://t.co/Vk4vDeuAqb",143,818,5720,
2020-06-19 21:12:30+00:00,https://twitter.com/Twitter/status/1274087688321200128,"📍 Atlanta
🗣️ @BerniceKing https://t.co/83upyVnwIS",178,3260,15091,
2020-06-19 21:12:30+00:00,https://twitter.com/Twitter/status/1274087687469715457,"📍 Minneapolis
🗣️ @FredTJoseph https://t.co/lNTOkyguG1",1988,8007,46623,
2020-06-19 12:31:50+00:00,https://twitter.com/Twitter/status/1273956655122853888,https://t.co/dW21f1XQvy,152,454,2377,
2020-06-19 12:29:43+00:00,https://twitter.com/Twitter/status/1273956122962132994,"Today is #Juneteenth 

We’re honored to have @opalayo, one of the three Black women who co-founded #BlackLivesMatter, speak on the meaning of this day, this moment, and where we go from here. https://t.co/0XwuQXM0tS",430,1213,5026,
2020-06-19 01:17:34+00:00,https://twitter.com/Twitter/status/1273786972440592384,@maialanai blessed,2,1,16,
2020-06-18 21:21:54+00:00,https://twitter.com/Twitter/status/1273727663123898371,"Add new voices and conversations to your Timeline using Lists.

You can now:
👉 make a List
👉 discover new Lists
👉 follow a List
👉 Tweet a List https://t.co/7xhwMXRUWG",483,615,2948,
2020-06-17 17:54:34+00:00,https://twitter.com/Twitter/status/1273313100570284040,Tweets with audio are rolling out on iOS and we only have one thing to say about it https://t.co/CZvQC1fo1W,2682,5903,23308,
2020-06-17 17:28:36+00:00,https://twitter.com/Twitter/status/1273306563994845185,"You can Tweet a Tweet. But now you can Tweet your voice!

Rolling out today on iOS, you can now record and Tweet with audio. https://t.co/jezRmh1dkD",7369,16801,54233,
2020-06-11 15:05:21+00:00,https://twitter.com/Twitter/status/1271096187559567360,stay loud,6623,28598,170896,
2020-05-26 16:50:39+00:00,https://twitter.com/Twitter/status/1265324480517361664,@_AishaDiallo drafts are called drafts for a reason,80,29,468,
2020-05-26 16:50:08+00:00,https://twitter.com/Twitter/status/1265324352414908416,@myrabenitez30 what about idaho?,18,23,384,
2020-05-22 20:16:32+00:00,https://twitter.com/Twitter/status/1263926741774581761,@RaychJackson well actually,20,9,171,
2020-05-22 19:32:54+00:00,https://twitter.com/Twitter/status/1263915760088424450,@bertybrates yes https://t.co/O8yEs5RSRF,14,2,62,
2020-05-22 19:21:52+00:00,https://twitter.com/Twitter/status/1263912985686409217,"@BrandyLJensen no shortcuts in life, no shortcuts on Twitter",7,7,75,
2020-05-20 21:47:47+00:00,https://twitter.com/Twitter/status/1263224930314915842,@NASA it's a date,1,1165,19673,
2020-05-20 21:34:18+00:00,https://twitter.com/Twitter/status/1263221535935995904,"@NASA sooo, Mars? 🥺👉👈",1,1014,17656,
2020-05-20 21:19:55+00:00,https://twitter.com/Twitter/status/1263217915266043908,@NASA how's the wifi up there and also what's your favorite space snack?,1,767,17361,
2020-05-20 21:07:33+00:00,https://twitter.com/Twitter/status/1263214802786230279,@NASA Tweeting from earth. what's up with you,1,1464,22952,
2020-05-20 21:01:46+00:00,https://twitter.com/Twitter/status/1263213348000325633,u up? @NASA,1,22767,100726,
2020-05-20 20:21:41+00:00,https://twitter.com/Twitter/status/1263203262968344576,Reply if there’s a better app,0,41775,131007,
2020-05-20 16:31:15+00:00,https://twitter.com/Twitter/status/1263145271946551300,"Testing, testing...

A new way to have a convo with exactly who you want. We’re starting with a small % globally, so keep your 👀 out to see it in action. https://t.co/pV53mvjAVT",11864,16928,60635,
2020-05-19 20:38:06+00:00,https://twitter.com/Twitter/status/1262845003828727809,@GraceSpelman well this is better,17,0,113,
2020-05-18 23:14:36+00:00,https://twitter.com/Twitter/status/1262522004005105665,@wildflowersafi Harry said timeline takeover,42,269,1386,
2020-05-18 23:13:17+00:00,https://twitter.com/Twitter/status/1262521671505768448,@LAOnAir felt this,12,18,483,
2020-05-18 21:13:15+00:00,https://twitter.com/Twitter/status/1262491463583178757,@ChariseSowells no international fees,4,3,52,
2020-05-18 21:09:55+00:00,https://twitter.com/Twitter/status/1262490625536077826,@alexisscorner correct,33,6,237,
2020-05-16 00:09:09+00:00,https://twitter.com/Twitter/status/1261448566226247680,@murdeeezy love that book,10,2,94,
2020-05-13 00:41:15+00:00,https://twitter.com/Twitter/status/1260369480418504706,@debusscherelea wine corks,7,3,61,
2020-05-12 23:38:39+00:00,https://twitter.com/Twitter/status/1260353726537236485,@coplimited how generous,4,5,205,
2020-05-12 23:30:55+00:00,https://twitter.com/Twitter/status/1260351779478425609,@JWeber988 big pour.,5,7,98,
2020-05-12 23:24:07+00:00,https://twitter.com/Twitter/status/1260350069074690051,@JAPAMAN01 and the mind,1,0,17,
2020-05-12 23:22:11+00:00,https://twitter.com/Twitter/status/1260349584347365382,@TamudaBianca she gets it,6,6,230,
2020-05-12 23:22:11+00:00,https://twitter.com/Twitter/status/1260349584259383302,@LeBrawnGainz only envelope wine,1,0,18,
2020-05-12 23:18:49+00:00,https://twitter.com/Twitter/status/1260348737764888577,@chadfelixg goes to my head,1,1,11,
2020-05-12 23:09:33+00:00,https://twitter.com/Twitter/status/1260346405325082625,@WineOperator we're going to need some more wine,24,60,847,
2020-05-12 23:07:33+00:00,https://twitter.com/Twitter/status/1260345901329121280,@gguksbubbletea case closed,36,90,2358,
2020-05-12 22:58:50+00:00,https://twitter.com/Twitter/status/1260343709251637248,@29planets perfect pairing,10,7,279,
2020-05-12 22:56:07+00:00,https://twitter.com/Twitter/status/1260343023705231360,@FIameEmperor whatever gets you through the day,10,8,264,
2020-05-12 22:51:07+00:00,https://twitter.com/Twitter/status/1260341763539185669,@Seas0nal_ dinner,13,8,344,
2020-05-12 22:51:07+00:00,https://twitter.com/Twitter/status/1260341763392356355,@Bubiboy44 https://t.co/APZW2ti4wX,26,35,1177,
2020-05-12 22:51:07+00:00,https://twitter.com/Twitter/status/1260341763291611137,@jared_brecher just house wine,9,13,251,
2020-05-12 22:42:45+00:00,https://twitter.com/Twitter/status/1260339660892639233,wine.,10505,26017,175827,
2020-05-12 19:44:51+00:00,https://twitter.com/Twitter/status/1260294888811347969,"Don’t miss the Tweets about your Tweet. 

Now on iOS, you can see Retweets with comments all in one place. https://t.co/oanjZfzC6y",1612,4643,15064,
2020-05-10 16:57:28+00:00,https://twitter.com/Twitter/status/1259527991882850304,@franky_kilungu she's always right,6,3,54,
2020-05-10 16:13:23+00:00,https://twitter.com/Twitter/status/1259516898632437762,@dnatural04 https://t.co/fAXDdbahjT,2,1,69,
2020-05-10 15:55:54+00:00,https://twitter.com/Twitter/status/1259512496735617025,@mayankchat moms everywhere: do it right the first time,8,18,498,
2020-05-10 15:55:00+00:00,https://twitter.com/Twitter/status/1259512271237152769,@dripdripwayne lots and lots of Tweets,2,2,81,
2020-05-10 15:54:34+00:00,https://twitter.com/Twitter/status/1259512160801239043,"@AkrabalrGiremez still celebrating it -  love, Twitter",4,2,120,
2020-05-10 15:54:34+00:00,https://twitter.com/Twitter/status/1259512160708943877,@em_ple even the hornets have moms,0,0,14,
2020-05-10 15:52:11+00:00,https://twitter.com/Twitter/status/1259511562705997829,@YinLane_ wow she's gonna love that,2,2,232,
2020-05-10 15:44:47+00:00,https://twitter.com/Twitter/status/1259509697486430209,@Crime_MMA not father's day!,8,1,155,
2020-05-10 15:42:44+00:00,https://twitter.com/Twitter/status/1259509181364789248,@Life_SleepyHead thank you,2,1,98,
2020-05-10 15:42:44+00:00,https://twitter.com/Twitter/status/1259509181352161280,@haydencbarnes truth recognizes truth,5,3,86,
2020-05-10 15:30:28+00:00,https://twitter.com/Twitter/status/1259506098345820160,@GlowZhan We had to deliver for the moms,2,6,263,
2020-05-10 15:29:39+00:00,https://twitter.com/Twitter/status/1259505888802385921,@chairmanwuntumi cuz she said so,4,3,234,
2020-05-10 15:27:04+00:00,https://twitter.com/Twitter/status/1259505239482392578,@its_menieb cited and referenced,5,8,504,
2020-05-10 15:18:44+00:00,https://twitter.com/Twitter/status/1259503143483772928,Nothing can cancel Mother's Day.,3206,15282,108778,
2020-05-10 14:43:33+00:00,https://twitter.com/Twitter/status/1259494289530335235,@ethguk when first mom says no come to Twitter,1,0,18,
2020-05-10 14:21:28+00:00,https://twitter.com/Twitter/status/1259488731779694593,@PaluCreeper2n she birthed talent,3,2,15,
2020-05-10 14:05:15+00:00,https://twitter.com/Twitter/status/1259484650931707906,@lazyguytm bother bother bother bother bother bother bother,3,0,10,
2020-05-10 14:05:00+00:00,https://twitter.com/Twitter/status/1259484586775633922,@vmiwn will consider,11,2,63,
2020-05-10 13:57:56+00:00,https://twitter.com/Twitter/status/1259482807988113408,@IiasIut mom fancam incoming to prove it,1,0,7,
2020-05-10 13:29:30+00:00,https://twitter.com/Twitter/status/1259475654464192512,@gguksbubbletea that you know of 👀,7,1,29,
2020-05-10 13:23:12+00:00,https://twitter.com/Twitter/status/1259474066764947457,@fcbsiaaaa you're a gift every day,12,4,46,
2020-05-10 13:18:34+00:00,https://twitter.com/Twitter/status/1259472902384205824,@astonsmith_says do what she says! it's mother's day!,2,1,14,
2020-05-10 13:18:34+00:00,https://twitter.com/Twitter/status/1259472902279311361,@Pwidycynty ANOTHER WINNER,4,4,22,
2020-05-10 13:16:08+00:00,https://twitter.com/Twitter/status/1259472290082967552,@NotDecus anyone who's ever taught us anything,2,1,24,
2020-05-10 13:02:13+00:00,https://twitter.com/Twitter/status/1259468787679744000,"Mom Tweets are the best Tweets
https://t.co/nqh6UiLTFS",548,963,5806,
2020-05-08 17:50:53+00:00,https://twitter.com/Twitter/status/1258816655909625859,@payformycoffee our wish is a secret,3,1,50,
2020-05-08 17:50:53+00:00,https://twitter.com/Twitter/status/1258816655729160197,"@vell_vet when you add ""proficient multitasker"" on your resume",15,16,46,
2020-05-08 16:05:51+00:00,https://twitter.com/Twitter/status/1258790223368065024,@getfiscal he live his life,2,0,8,
2020-05-08 15:45:55+00:00,https://twitter.com/Twitter/status/1258785210457567234,@ikonida now we're smiling looking at this Tweet,18,190,513,
2020-05-07 18:00:35+00:00,https://twitter.com/Twitter/status/1258456709539995648,@spongbob_facts spongebob fact: patrick is the father of time,25,80,2060,
2020-05-07 17:10:42+00:00,https://twitter.com/Twitter/status/1258444159268139008,@IsxxcTweets dinner for breakfast,11,2,81,
2020-05-07 17:03:00+00:00,https://twitter.com/Twitter/status/1258442218320379904,@etherealbhatt only if it's summertime sadness,11,10,277,
2020-05-07 17:02:53+00:00,https://twitter.com/Twitter/status/1258442188494704647,@moonchildpjms our time to listen,95,494,4984,
2020-05-07 17:02:52+00:00,https://twitter.com/Twitter/status/1258442187899101184,@_goingsupernova fundamental,13,4,342,
2020-05-07 17:02:52+00:00,https://twitter.com/Twitter/status/1258442187827810306,@desimojito but if x equals time....,21,8,287,
2020-05-07 16:55:24+00:00,https://twitter.com/Twitter/status/1258440308708257792,"@malaytripathi_ so, time is knowledge",19,26,535,
2020-05-07 16:52:27+00:00,https://twitter.com/Twitter/status/1258439564588388352,"@innerchild_ughh hold on, consulting the sun",8,13,362,
2020-05-07 16:47:24+00:00,https://twitter.com/Twitter/status/1258438292296601600,@zkdlin088 just this time,10,4,257,
2020-05-07 16:47:24+00:00,https://twitter.com/Twitter/status/1258438292221108224,@estherwuff but what if time doesn't exist,281,404,3598,
2020-05-07 16:45:44+00:00,https://twitter.com/Twitter/status/1258437873847734273,@pabszn ok but define fast,14,1,297,
2020-05-07 16:45:16+00:00,https://twitter.com/Twitter/status/1258437755341864965,@Eighty8 according to who?,28,6,417,
2020-05-07 16:45:16+00:00,https://twitter.com/Twitter/status/1258437755329224706,@LightTophat can confirm this took time to read,11,3,518,
2020-05-07 16:43:24+00:00,https://twitter.com/Twitter/status/1258437286422814720,@its_menieb okay we got a dictionary in here,26,41,2404,
2020-05-07 16:41:29+00:00,https://twitter.com/Twitter/status/1258436805436805122,"@gxsnskzv on 5,6,7,8",7,2,165,
2020-05-07 16:40:32+00:00,https://twitter.com/Twitter/status/1258436564432162816,@joonsarks in what universe?,37,24,839,
2020-05-07 16:40:32+00:00,https://twitter.com/Twitter/status/1258436564423782402,@Bubiboy44 no more,13,4,530,
2020-05-07 16:36:19+00:00,https://twitter.com/Twitter/status/1258435503382245376,what is time,22603,17853,138567,
2020-05-06 22:20:31+00:00,https://twitter.com/Twitter/status/1258159736836538368,@orbitstruggle https://t.co/VHG8KacO8H,44,39,447,
2020-05-06 22:20:31+00:00,https://twitter.com/Twitter/status/1258159736618352649,@imaustinrayce how's your day been,2,1,44,
2020-05-06 22:05:37+00:00,https://twitter.com/Twitter/status/1258155989460758530,@Casey https://t.co/Kq5SKGtEzQ,13,7,613,
2020-05-01 23:27:29+00:00,https://twitter.com/Twitter/status/1256364649387261952,@charlidamelio Happy birthday! Check your mail tomorrow 👀,42,15,4160,
2020-04-29 01:52:35+00:00,https://twitter.com/Twitter/status/1255314003162734593,@bigT_za https://t.co/tUvB2SY16S,25,62,1680,
